id,origin_city,origin_state,origin_country,origin_zip_code,dest_city,dest_state,dest_country,dest_zip_code,rate_type,pallet,weight,commodity,user_id_requested,rate,carrier,carrier_name,date_requested,date_completed,user_id_completed,note_completed,facility_code,note_request,ship_date,lane_or_quote,ltl_flags,carrier_active
5139,Cincinnati,OH,US,,Kansas City,MO,,64101,Van,,,,123,1072,,,2024-08-04 12:37:00,,,,,,,lane,,0
5140,Albuquerque,NM,US,,Columbus,OH,,,Van,,,,,1788,,,2024-08-18 01:34:00,,,,TX-DAL,,2024-08-21,quote,,1
5141,Charlotte,NC,,,Des Moines,IA,US,,Van,,,,,987,,,2021-05-23 01:17:00,,,,,,2021-06-03,quote,,0
5142,Kansas City,MO,US,64101,Houston,TX,US,77002,Van,,,Consumer Goods,,1041,4,Iron Range Carriers,2025-05-30 18:37:00,,,,,,2025-06-12,lane,,1
5143,Cleveland,OH,,,Dallas,TX,US,75201,Dump,,,,,2376,16,Coastline Carriers,2024-08-02 08:09:00,,,,,,2024-08-06,lane,,1
5144,Orlando,FL,US,32801,Phoenix,AZ,,,Van,,,,,2588,,,2025-05-25 09:27:00,,,,NJ-NWK,,2025-06-03,lane,,1
5145,Omaha,NE,US,,Des Moines,IA,US,,Van,,,,,2558,,,2021-09-04 21:25:00,,,,,,2021-09-07,lane,,0
5146,Phoenix,AZ,US,,Buffalo,NY,US,14201,Van,,,,,1428,,,2022-05-15 22:20:00,2022-05-15 23:20:00,206,,GA-ATL,,2022-05-18,lane,,0
5147,Milwaukee,WI,US,,St. Louis,MO,US,,Van,,37182,,,1258,25,Wayfinder Carriers,2024-08-24 02:43:00,2024-08-24 04:12:00,137,,TN-MEM,,,lane,,0
5148,Louisville,KY,US,,Houston,TX,US,,Van,,25874,,,1336,20,Crestwood Carriers,2024-02-22 15:20:00,,,,,,2024-02-29,lane,,1
5149,Long Beach,CA,US,,Portland,OR,,,Van,,,,74,1403,23,Driftless Trucking,2022-07-21 01:07:00,,,,,,,lane,,1
5150,Richmond,VA,,,Houston,TX,US,77002,Van,,,,,2070,,,2023-12-03 08:10:00,,,,,,,lane,,1
5151,Newark,NJ,US,,Cincinnati,OH,US,45201,Van,,,,,1707,18,Pinepoint Freight,2023-10-05 20:33:00,2023-10-05 21:02:00,172,,,,2023-10-14,quote,,1
5152,Kansas City,MO,US,,Long Beach,CA,US,,Van,,20887,,,1018,,,2022-08-21 22:03:00,,,,OH-COL,,,lane,,0
5153,Milwaukee,WI,US,,New Orleans,LA,US,,Van,,,,,1734,30,Silver Spur Carriers,2022-10-17 10:19:00,,,,,,2022-10-27,quote,,1
5154,Des Moines,IA,US,,Buffalo,NY,,,Van,,,,,2141,,,2025-04-16 05:16:00,,,,OH-COL,,,lane,,1
5155,Charlotte,NC,,,Omaha,NE,US,68101,Van,,26946,,,1397,,,2024-08-24 16:04:00,2024-08-24 18:55:00,48,,TN-MEM,,2024-09-07,lane,,1
5156,Miami,FL,US,,Birmingham,AL,US,,Van,,39868,,,2404,21,Skyline Logistics,2022-10-22 09:42:00,2022-10-22 11:14:00,42,,NJ-NWK,,2022-10-27,lane,,1
5157,Sacramento,CA,,,Pittsburgh,PA,,,Van,7,,,,2686,12,Riverbend Carriers,2022-11-30 07:11:00,2022-11-30 10:46:00,241,,,,2022-12-08,lane,,0
5158,Kansas City,MO,US,,Boise,ID,,,Van,,,,141,1381,,,2024-06-17 20:50:00,,,,,,2024-06-29,lane,,1
5159,Cleveland,OH,US,,Indianapolis,IN,US,46204,Van,,,,,2103,7,Cardinal Carriers,2025-07-02 15:08:00,2025-07-02 17:02:00,150,,,,,lane,,1
5160,Los Angeles,CA,,90001,Boise,ID,,,Van,,43650,Consumer Goods,,2123,,,2023-07-31 22:17:00,,,,OH-COL,,,quote,,1
5161,Sacramento,CA,US,,Nashville,TN,,,Van,,35260,,,2036,,,2025-04-25 12:01:00,,,,,,2025-05-08,lane,,1
5162,Miami,FL,US,,Nashville,TN,US,37201,Van,,,,,1885,28,Heartland Express Co.,2022-04-21 16:06:00,,,,,,,lane,,0
5163,Omaha,NE,US,,Pittsburgh,PA,US,15201,Dump,,,,,2563,,,2024-04-24 04:49:00,,,,,,2024-05-05,quote,,1
5164,Des Moines,IA,,50301,St. Louis,MO,US,,Van,,,,183,2456,,,2023-10-31 05:35:00,,,,,,2023-11-09,lane,,1
5165,Milwaukee,WI,US,53201,Atlanta,GA,US,30303,Van,,,Chemicals (non-haz),,1199,,,2025-02-26 09:55:00,,,,,,2025-03-08,lane,,1
5166,Cleveland,OH,US,,Des Moines,IA,US,50301,Van,,,,,1437,,,2024-02-07 17:34:00,,,,,,2024-02-12,lane,,0
5167,Long Beach,CA,,,Reno,NV,,,Van,,31465,,,2078,24,Lighthouse Logistics,2025-05-03 12:35:00,,,,OH-COL,,2025-05-14,quote,,1
5168,Jacksonville,FL,US,,Atlanta,GA,US,,Van,,,Lumber,,2216,,,2025-02-09 15:05:00,,,,,,2025-02-20,quote,,0
5169,Atlanta,GA,,,Orlando,FL,,32801,Van,,,,,2424,,,2021-08-09 05:55:00,,,,,,,lane,,1
5170,Des Moines,IA,US,,Cincinnati,OH,US,,Van,,18189,,,2685,12,Riverbend Carriers,2023-04-16 12:46:00,,,,,,2023-04-27,quote,,1
5171,Kansas City,MO,US,,Phoenix,AZ,US,85001,Van Haz,,,,,2552,,,2025-03-25 23:56:00,,,,OH-COL,,2025-03-30,quote,,1
5172,Dallas,TX,US,75201,New Orleans,LA,,,Van,,,,,2699,,,2024-10-09 08:11:00,,,,OH-COL,,2024-10-14,lane,,1
5173,Louisville,KY,US,,Orlando,FL,US,,Van,,,Aggregate,,1493,,,2023-01-01 12:22:00,2023-01-01 14:09:00,71,,,,2023-01-07,lane,,1
5174,Omaha,NE,US,,Newark,NJ,US,,LTL,,2279,,178,824,22,Vanguard Freight Co.,2025-12-07 02:53:00,,,,,,2025-12-12,lane,,1
5175,Detroit,MI,US,,St. Louis,MO,,,Dump,,37431,,,1982,,,2024-03-13 08:01:00,,,,,,2024-03-26,lane,,1
5176,Orlando,FL,US,,Albuquerque,NM,US,87101,Van,,39082,Industrial Machinery,,2307,,,2022-03-12 06:44:00,,,,,,2022-03-16,lane,,0
5177,Dallas,TX,US,75201,Des Moines,IA,US,,Van,,26360,,,1735,23,Driftless Trucking,2024-04-24 11:26:00,,,,,,2024-05-02,quote,,1
5178,Memphis,TN,US,,Kansas City,MO,US,,Van,,,Beverages,245,1078,19,Anchor Bay Transport,2024-09-08 13:28:00,,,,,,2024-09-11,lane,,1
5179,Milwaukee,WI,US,,New Orleans,LA,,,Van,,,Recycled Metals,,1053,,,2024-03-18 21:31:00,,,,CA-LB,,2024-03-20,lane,,1
5180,Albuquerque,NM,US,,Charlotte,NC,,,Van,,,,,949,9,Summit Trail Freight,2024-02-27 01:18:00,,,,,,2024-03-09,lane,,1
5181,Louisville,KY,,,Salt Lake City,UT,US,84101,Van,,38303,,,2018,,,2024-06-07 08:06:00,,,,OH-COL,,2024-06-14,lane,,1
5182,Jacksonville,FL,US,,Milwaukee,WI,US,,Van,,,,,1186,16,Coastline Carriers,2025-03-19 01:26:00,2025-03-19 04:36:00,158,,,,2025-04-01,lane,,1
5183,Miami,FL,US,,New Orleans,LA,US,,Van,,24089,,,2383,27,Buckeye Hauling,2023-09-26 08:57:00,2023-09-26 09:14:00,80,,,,2023-09-30,lane,,1
5184,Atlanta,GA,US,,Charlotte,NC,,,Van,,,,,1701,2,Crossroads Logistics,2025-10-12 10:23:00,2025-10-12 13:49:00,105,,,,2025-10-18,quote,,1
5185,Seattle,WA,US,,Detroit,MI,,,Van,,,Plastic Pellets,,2174,25,Wayfinder Carriers,2024-06-28 18:44:00,,,,,,2024-07-05,lane,,1
5186,Phoenix,AZ,US,85001,Denver,CO,,,Van Haz,,,Recycled Metals,198,3939,,,2024-06-21 12:29:00,,,,,,2024-06-29,quote,,1
5187,Omaha,NE,US,,Cleveland,OH,US,44101,Van,,,,177,1324,7,Cardinal Carriers,2022-12-22 17:00:00,,,,,,2022-12-31,quote,,0
5188,Chicago,IL,US,60601,Orlando,FL,,32801,Van,,,,,1962,,,2023-06-13 04:40:00,,,,CA-LB,,2023-06-22,lane,,1
5189,Louisville,KY,,,Denver,CO,,,Van,,35369,,,2331,27,Buckeye Hauling,2022-09-24 16:02:00,,,,IL-MAIN,,2022-10-05,lane,,0
5190,Pittsburgh,PA,US,,Salt Lake City,UT,US,,Van,,,,36,2441,6,Sentinel Logistics,2024-12-01 14:34:00,,,,TN-MEM,,2024-12-15,lane,,1
5191,Louisville,KY,US,,Oklahoma City,OK,,,Van,,16658,,,1773,,,2023-02-03 21:09:00,,,,,,2023-02-07,lane,,1
5192,Des Moines,IA,US,,Oklahoma City,OK,US,73101,Van,,36539,Beverages,,1645,,,2024-06-21 04:53:00,,,,,,,lane,,1
5193,Oklahoma City,OK,,,Miami,FL,US,33101,Dump,,,,,2663,24,Lighthouse Logistics,2025-05-06 08:47:00,,,,,,2025-05-15,quote,,1
5194,Orlando,FL,,,Detroit,MI,US,,Van,,,,,923,,,2024-01-23 12:53:00,,,,OH-COL,,2024-01-27,lane,,1
5195,Los Angeles,CA,US,,Des Moines,IA,US,,Van,,40725,,,2553,18,Pinepoint Freight,2024-03-14 07:00:00,,,,,,2024-03-25,lane,,1
5196,Birmingham,AL,US,35201,Columbus,OH,US,,Van,,39771,Chemicals (non-haz),,1831,,,2022-04-26 04:08:00,,,,,,,quote,,0
5197,Omaha,NE,US,,Miami,FL,US,33101,Van,,,,,2131,1,Apex Freightways,2025-03-07 05:08:00,,,,,,2025-03-15,quote,,1
5198,Seattle,WA,US,,Indianapolis,IN,US,46204,Van,,,Plastic Pellets,,1665,30,Silver Spur Carriers,2024-09-05 02:51:00,,,,,,2024-09-10,lane,,1
5199,Reno,NV,,89501,Omaha,NE,US,,Dump,,25549,,,2127,,,2024-11-05 22:09:00,2024-11-05 22:18:00,246,,,,,quote,,1
5200,Columbus,OH,US,,Reno,NV,US,89501,Van,,17184,,,1413,24,Lighthouse Logistics,2024-09-28 01:55:00,,,,CA-LB,,2024-10-03,quote,,1
5201,Atlanta,GA,US,,Jacksonville,FL,,,Van,,,,,1823,12,Riverbend Carriers,2025-12-28 04:29:00,,,,GA-ATL,,2025-12-30,lane,,1
5202,Cincinnati,OH,US,,Des Moines,IA,US,50301,Van,,25596,,,1346,,,2025-05-13 04:02:00,2025-05-13 07:20:00,165,,OH-COL,,2025-05-19,quote,,1
5203,Omaha,NE,,,Miami,FL,US,33101,Van Haz,,,,,2634,,,2025-02-20 20:38:00,,,,,,2025-02-28,quote,,1
5204,Boise,ID,US,,Minneapolis,MN,US,,Van,,,,,1254,,,2023-05-19 19:04:00,,,,OH-COL,,,lane,,1
5205,Columbus,OH,,,Orlando,FL,,,Van,,,,,946,,,2024-12-20 19:06:00,,,,,,2024-12-25,lane,,1
5206,Phoenix,AZ,US,,Richmond,VA,US,23218,Van Haz,,,,,2725,13,Frontier Hauling Co.,2022-06-29 03:23:00,2022-06-29 06:35:00,95,,GA-ATL,,2022-07-09,lane,,1
5207,Richmond,VA,,,Jacksonville,FL,US,,Van,,,,,1078,,,2025-06-29 00:05:00,,,,,,2025-07-09,quote,,1
5208,Buffalo,NY,,,Oklahoma City,OK,US,,Van,,44362,,,1075,,,2024-09-21 09:22:00,2024-09-21 09:39:00,136,,,,,lane,,1
5209,Cleveland,OH,US,44101,Richmond,VA,US,,LTL Haz,,4327,,,1107,,,2024-01-20 18:25:00,,,,,,2024-02-03,lane,,1
5210,Chicago,IL,,,Kansas City,MO,US,,Van,,42892,,,1690,,,2024-05-11 05:18:00,,,,,,2024-05-19,lane,,1
5211,Birmingham,AL,,,Reno,NV,US,,Van,,,,,1340,,,2025-07-13 15:16:00,2025-07-13 15:49:00,104,,,,,lane,,1
5212,Columbus,OH,US,,Richmond,VA,,23218,Van,,,,62,1168,,,2021-06-15 12:06:00,,,,,,,lane,,1
5213,Louisville,KY,,40201,Houston,TX,US,77002,Van,,24997,Recycled Metals,,1518,21,Skyline Logistics,2024-03-12 18:25:00,2024-03-12 21:29:00,214,,,,2024-03-23,lane,,0
5214,St. Louis,MO,,,Charlotte,NC,US,,Van,,21600,Consumer Goods,,2185,10,Tideland Logistics,2026-02-22 06:59:00,,,,,,2026-03-05,lane,,1
5215,Seattle,WA,US,,Cleveland,OH,,,Van,,,,,1489,,,2025-05-14 00:01:00,,,,GA-ATL,,,lane,,1
5216,Orlando,FL,US,,Newark,NJ,,,Van Haz,,41687,,,3153,,,2024-02-12 14:08:00,,,,,,2024-02-26,quote,,1
5217,Long Beach,CA,US,,Pittsburgh,PA,,,Van,,,,181,1458,,,2022-12-28 10:33:00,,,,,,2023-01-07,lane,,1
5218,Detroit,MI,,,Sacramento,CA,US,,Van,,,,,1052,,,2024-04-10 02:20:00,,,,,,,lane,,1
5219,Oklahoma City,OK,US,,Memphis,TN,US,38101,Van,,,,,1859,,,2025-02-05 22:52:00,,,,,,2025-02-06,lane,,1
5220,Orlando,FL,US,,Louisville,KY,,40201,Van,,35636,,,1209,,,2025-02-22 08:48:00,,,,CA-LB,,,lane,,0
5221,Cleveland,OH,US,,Orlando,FL,US,,LTL,,,,,643,26,Old Glory Freight,2025-08-19 01:53:00,,,,,,,lane,,0
5222,Long Beach,CA,US,,Omaha,NE,,,Van,,,,,1601,,,2024-08-10 18:43:00,2024-08-10 19:55:00,31,,,,2024-08-24,lane,,0
5223,Los Angeles,CA,US,90001,Birmingham,AL,US,35201,Van,,,,160,1106,,,2024-03-21 07:36:00,,,,GA-ATL,,,lane,,1
5224,Kansas City,MO,US,,Nashville,TN,US,,Van,,,,,1256,2,Crossroads Logistics,2024-08-13 02:12:00,2024-08-13 04:53:00,68,,,,2024-08-19,quote,,1
5225,Jacksonville,FL,US,,Kansas City,MO,US,64101,Dump,,40083,,,2384,13,Frontier Hauling Co.,2024-11-23 13:16:00,2024-11-23 16:52:00,20,,,,2024-11-29,lane,,1
5226,Albuquerque,NM,US,,Phoenix,AZ,US,,Van,,,Paper Products,105,1749,24,Lighthouse Logistics,2023-10-20 23:01:00,,,,,,2023-11-01,quote,,1
5227,Omaha,NE,US,68101,Los Angeles,CA,US,,Van,,,Auto Parts,,1925,,,2023-08-09 23:11:00,,,,,,2023-08-20,lane,,1
5228,Minneapolis,MN,US,,Nashville,TN,US,,Van,,18988,,,1451,12,Riverbend Carriers,2024-07-03 23:51:00,,,,,,2024-07-12,lane,,1
5229,Orlando,FL,,,Omaha,NE,,,Van,,,,,1633,20,Crestwood Carriers,2025-05-19 19:34:00,,,,,,2025-05-26,quote,,1
5230,Minneapolis,MN,US,,Portland,OR,,,Van,,,,,1765,17,Black Hills Logistics,2026-02-11 12:38:00,,,,,,2026-02-17,lane,,1
5231,Omaha,NE,US,,Louisville,KY,,,Dump,,,,,1350,13,Frontier Hauling Co.,2023-11-27 02:46:00,,,,TX-DAL,,2023-11-29,lane,,1
5232,Memphis,TN,US,,Orlando,FL,US,,Van,,,,212,1384,13,Frontier Hauling Co.,2024-08-25 09:48:00,,,,IL-MAIN,,2024-08-27,quote,,1
5233,Nashville,TN,US,37201,Columbus,OH,US,,Van,,15447,,,2556,,,2024-04-27 23:41:00,2024-04-28 00:45:00,41,,CA-LB,,2024-05-09,lane,,1
5234,Detroit,MI,US,,St. Louis,MO,US,,Van,,,,,2508,,,2023-10-05 10:29:00,2023-10-05 13:37:00,118,,,,,quote,,0
5235,Minneapolis,MN,US,,Orlando,FL,US,,Van,,,,,2502,,,2024-11-18 17:57:00,,,,,,2024-11-22,lane,,1
5236,Milwaukee,WI,US,,Columbus,OH,US,43215,Van,,,,,949,,,2024-06-02 06:57:00,,,,TN-MEM,,2024-06-15,lane,,0
5237,Buffalo,NY,US,14201,Pittsburgh,PA,,,Van,,,,,2119,1,Apex Freightways,2025-12-01 10:51:00,,,,NJ-NWK,,2025-12-13,lane,,0
5238,Charlotte,NC,,,Newark,NJ,US,,Van,,,,,940,10,Tideland Logistics,2024-04-19 18:04:00,,,,,,2024-04-29,quote,,0
5239,Minneapolis,MN,US,55401,Milwaukee,WI,,,Dump,,,,,2518,6,Sentinel Logistics,2025-05-31 18:07:00,,,,,,2025-06-07,lane,,1
5240,Salt Lake City,UT,,84101,Albuquerque,NM,US,,Van,,22383,,,1939,,,2023-06-14 22:41:00,,,,OH-COL,,2023-06-25,lane,,1
5241,Orlando,FL,,,Buffalo,NY,US,,Van,,43632,,,1748,,,2023-04-18 11:37:00,,,,,,2023-04-24,lane,,0
5242,Cincinnati,OH,US,,Pittsburgh,PA,US,,Dump,,,,,2451,,,2023-03-25 08:31:00,,,,,,2023-03-31,lane,,1
5243,Oklahoma City,OK,US,73101,Newark,NJ,US,,Van,,,Construction Materials,,1807,26,Old Glory Freight,2023-07-27 19:04:00,,,,,,,lane,,1
5244,Portland,OR,US,97201,Pittsburgh,PA,,,Van Haz,,,,,2464,24,Lighthouse Logistics,2023-05-31 04:47:00,,,,,,2023-06-13,lane,,1
5245,Kansas City,MO,US,,Newark,NJ,US,,Van,,,,,2167,24,Lighthouse Logistics,2025-09-29 18:57:00,2025-09-29 22:18:00,133,,,,2025-10-09,lane,,1
5246,Dallas,TX,,,Memphis,TN,US,,Van,,,,,2157,,,2024-05-01 09:44:00,,,,,,2024-05-12,quote,,1
5247,Louisville,KY,US,,Cincinnati,OH,US,45201,Dump,,,,,2057,,,2024-02-11 16:06:00,,,,GA-ATL,,2024-02-18,lane,,1
5248,Richmond,VA,US,,Portland,OR,US,,Van,,44005,,,2393,25,Wayfinder Carriers,2024-12-15 03:05:00,,,,,,2024-12-16,lane,,0
5249,Louisville,KY,,,Seattle,WA,US,98101,Van,,,,,1501,,,2023-11-07 10:35:00,,,,,,2023-11-21,lane,,1
5250,Cincinnati,OH,US,,Long Beach,CA,US,90802,Van,,,,,2555,26,Old Glory Freight,2021-07-03 18:17:00,,,,OH-COL,,2021-07-13,lane,,1
5251,Portland,OR,US,,Des Moines,IA,US,50301,Van,,,,,1049,,,2025-05-16 09:48:00,2025-05-16 11:31:00,136,,,,2025-05-20,quote,,1
5252,Salt Lake City,UT,US,,Milwaukee,WI,,,Van,,35958,,,2478,12,Riverbend Carriers,2024-12-30 05:36:00,,,,,,2025-01-13,lane,,0
5253,Kansas City,MO,US,,Portland,OR,,,Van,,,Plastic Pellets,,2138,,,2024-11-16 16:49:00,2024-11-16 20:48:00,88,,GA-ATL,,,lane,,1
5254,Milwaukee,WI,,53201,Dallas,TX,US,,Van Haz,,,Aggregate,116,3387,10,Tideland Logistics,2025-06-03 19:56:00,,,,,,,lane,,1
5255,New Orleans,LA,US,,Portland,OR,US,,Van,,,,,1433,,,2022-01-01 04:23:00,,,,TX-DAL,,2022-01-14,lane,,1
5256,Long Beach,CA,US,,Pittsburgh,PA,US,,Van,,28979,,,911,,,2025-07-04 17:17:00,,,,TN-MEM,,,lane,,1
5257,Newark,NJ,US,,Nashville,TN,US,,Van,,,,,998,29,Pacific Bend Logistics,2024-09-02 11:55:00,,,,,,2024-09-15,lane,,1
5258,Buffalo,NY,US,,Birmingham,AL,US,,Van,,,,,1831,,,2025-01-18 12:29:00,2025-01-18 16:07:00,71,,TX-DAL,,2025-01-26,lane,,0
5259,Kansas City,MO,US,,Chicago,IL,US,,Van Haz,,,,,2885,,,2024-10-20 10:18:00,,,,,,2024-10-31,lane,,0
5260,Seattle,WA,,,Atlanta,GA,US,30303,Van,,,,,1529,,,2022-12-17 15:02:00,2022-12-17 15:09:00,25,,,,2022-12-31,lane,,1
5261,Detroit,MI,US,48201,Salt Lake City,UT,US,84101,Van,,,,,2559,,,2025-11-04 09:15:00,2025-11-04 11:00:00,145,,,,2025-11-06,lane,,1
5262,Phoenix,AZ,US,,Seattle,WA,US,,Dump,,,,,3140,,,2023-12-29 14:44:00,,,,CA-LB,,2024-01-12,lane,,1
5263,Omaha,NE,US,,Richmond,VA,US,,Van,,,,,2000,15,Meridian Trucking,2024-06-22 08:22:00,,,,,,2024-07-03,lane,,1
5264,Atlanta,GA,US,,Los Angeles,CA,US,90001,Van,,29451,,,1278,3,Beacon Transport,2025-06-15 09:23:00,,,,TN-MEM,,2025-06-28,lane,,0
5265,Sacramento,CA,US,,Boise,ID,US,,Van,,,,216,1772,,,2021-04-30 14:48:00,,,,GA-ATL,,,lane,,1
5266,Birmingham,AL,US,,Nashville,TN,US,,Van,,,,186,2698,,,2024-04-24 22:11:00,2024-04-25 00:31:00,37,,,,2024-05-06,quote,,0
5267,Orlando,FL,,,Buffalo,NY,US,14201,Van,,35202,,241,2508,25,Wayfinder Carriers,2025-09-18 22:44:00,2025-09-18 23:21:00,158,,,,2025-09-24,lane,,1
5268,Newark,NJ,US,,Memphis,TN,US,38101,Van,,18594,,,1158,,,2023-08-22 21:36:00,,,,,,2023-08-28,lane,,1
5269,Miami,FL,US,,Newark,NJ,US,07102,Van,,,Paper Products,,2118,,,2024-09-10 00:08:00,,,,,,,quote,,0
5270,Milwaukee,WI,,53201,Richmond,VA,US,23218,Van,,,,222,2520,,,2023-04-13 07:57:00,2023-04-13 10:28:00,167,,,,2023-04-21,lane,,0
5271,St. Louis,MO,US,63101,Cleveland,OH,,,Van,,,Consumer Goods,,1009,,,2025-07-08 08:14:00,,,,,,2025-07-10,lane,,1
5272,Dallas,TX,US,,Des Moines,IA,US,50301,Dump,,22214,,,1485,,,2023-09-01 10:44:00,,,,,,2023-09-11,lane,,0
5273,Dallas,TX,,,Cleveland,OH,US,44101,Van,,,Mixed Load,,1501,30,Silver Spur Carriers,2024-08-07 13:58:00,2024-08-07 16:19:00,144,,GA-ATL,,2024-08-14,lane,,1
5274,Richmond,VA,,,Indianapolis,IN,US,46204,Van Haz,,41333,,124,3552,21,Skyline Logistics,2024-09-17 21:42:00,,,,,,2024-09-21,lane,,1
5275,Des Moines,IA,US,,Minneapolis,MN,,,Van,,,,,1420,,,2023-08-17 06:44:00,2023-08-17 08:08:00,236,,IL-MAIN,,2023-08-29,lane,,1
5276,Kansas City,MO,US,64101,Milwaukee,WI,,,Van,,,,,1963,22,Vanguard Freight Co.,2023-05-12 08:43:00,,,,,,2023-05-22,lane,,1
5277,Reno,NV,,,Minneapolis,MN,,,Van,,34118,Lumber,,1963,12,Riverbend Carriers,2024-09-18 23:29:00,,,,,,2024-09-30,quote,,1
5278,Indianapolis,IN,,,Louisville,KY,US,40201,Van,,,,44,2685,,,2025-07-06 14:31:00,,,,OH-COL,,2025-07-07,quote,,1
5279,Albuquerque,NM,US,87101,Buffalo,NY,US,,Van,,,,183,1621,,,2024-08-09 04:35:00,,,,,,2024-08-21,lane,,1
5280,Nashville,TN,US,,Seattle,WA,US,98101,Van,,,,103,1209,4,Iron Range Carriers,2024-05-30 05:18:00,,,,NJ-NWK,,2024-06-08,quote,,0
5281,Miami,FL,,,Seattle,WA,,98101,Van,,43823,,,2277,,,2023-03-12 15:54:00,,,,,,2023-03-20,lane,,1
5282,Dallas,TX,,,Louisville,KY,,,Van Haz,,46303,,225,2094,,,2025-02-01 14:16:00,,,,,,2025-02-10,lane,,0
5283,Charlotte,NC,US,,Cleveland,OH,US,44101,Van,,,,,1714,12,Riverbend Carriers,2024-02-23 16:51:00,2024-02-23 17:01:00,72,,,,2024-03-05,lane,,1
5284,Los Angeles,CA,,,Charlotte,NC,US,28201,Van,,,,,2564,,,2021-12-16 18:40:00,,,,TX-DAL,,2021-12-27,lane,,0
5285,Newark,NJ,,07102,Buffalo,NY,US,,Van,,23248,,,2537,16,Coastline Carriers,2024-09-23 23:57:00,2024-09-24 01:31:00,139,,,,2024-10-04,lane,,1
5286,Cincinnati,OH,US,,Kansas City,MO,US,,Van,,42781,,,2547,29,Pacific Bend Logistics,2021-07-06 23:39:00,,,,GA-ATL,,2021-07-09,quote,,1
5287,Long Beach,CA,US,,Phoenix,AZ,,85001,Van,,18953,Paper Products,,1402,24,Lighthouse Logistics,2021-12-13 16:41:00,2021-12-13 17:58:00,222,,,,,quote,,1
5288,Indianapolis,IN,,,New Orleans,LA,,,Van,,,,,1308,,,2024-12-10 19:07:00,2024-12-10 22:20:00,247,,,,2024-12-20,lane,,1
5289,Cleveland,OH,,,Boise,ID,US,,Van,,,,,2575,5,Stellar Freight Solutions,2024-10-09 01:09:00,2024-10-09 03:15:00,243,,TN-MEM,,2024-10-17,lane,,1
5290,Salt Lake City,UT,US,,Charlotte,NC,US,28201,Van,,18440,,,1165,,,2025-03-11 11:34:00,2025-03-11 11:59:00,95,,,,2025-03-25,quote,,1
5291,Salt Lake City,UT,,,Cincinnati,OH,,45201,Van,,41956,,,1948,,,2024-12-03 02:25:00,,,,,,,lane,,1
5292,Reno,NV,US,89501,Birmingham,AL,US,,LTL Haz,,,,,1449,,,2025-12-28 04:32:00,2025-12-28 05:11:00,231,,IL-MAIN,,2025-12-30,lane,,1
5293,Orlando,FL,US,,Phoenix,AZ,,85001,Dump,,42481,,,2933,,,2023-11-05 21:23:00,,,,,,2023-11-13,lane,,0
5294,Milwaukee,WI,US,,Detroit,MI,,48201,Van,,,,,1711,,,2022-06-22 07:00:00,,,,,,2022-06-27,lane,,1
5295,Des Moines,IA,US,,Cincinnati,OH,US,45201,Van,,,,,1726,,,2026-02-19 17:30:00,,,,,,2026-03-02,lane,,0
5296,Phoenix,AZ,,,Detroit,MI,US,,Van,,,,,1979,,,2022-12-02 05:39:00,,,,,,2022-12-16,lane,,1
5297,Milwaukee,WI,US,53201,Nashville,TN,US,,Van,,34269,Mixed Load,,2465,,,2023-01-24 04:58:00,2023-01-24 07:08:00,112,,NJ-NWK,,2023-01-30,lane,,1
5298,Detroit,MI,US,48201,Sacramento,CA,US,,Van,,,Mixed Load,,1448,,,2022-02-07 10:36:00,2022-02-07 14:13:00,200,,,,2022-02-20,lane,,1
5299,Oklahoma City,OK,US,73101,Denver,CO,US,,Van,,18738,,,1410,,,2024-11-04 02:56:00,,,,NJ-NWK,,2024-11-07,lane,,1
5300,Atlanta,GA,US,,Milwaukee,WI,US,,Van,,,,,1066,22,Vanguard Freight Co.,2025-02-18 21:55:00,2025-02-19 01:30:00,100,,GA-ATL,,2025-02-27,lane,,1
5301,Detroit,MI,,,Louisville,KY,,,Van Haz,,,Plastic Pellets,,2148,9,Summit Trail Freight,2023-04-24 20:18:00,,,,,,2023-04-28,lane,,0
5302,Charlotte,NC,US,,St. Louis,MO,US,,Van,,,,,2062,,,2023-03-10 04:36:00,2023-03-10 06:18:00,41,,,,2023-03-13,lane,,1
5303,Seattle,WA,US,,Dallas,TX,,,Van,,,,71,1659,5,Stellar Freight Solutions,2024-07-03 00:12:00,,,,,,,lane,,0
5304,Nashville,TN,US,,Dallas,TX,US,,Van,,,Auto Parts,226,2437,,,2025-09-28 20:43:00,,,,TX-DAL,,2025-10-02,quote,,0
5305,Denver,CO,,80201,Indianapolis,IN,US,,Van,,,,,913,13,Frontier Hauling Co.,2023-03-31 15:31:00,,,,,,,lane,,1
5306,Los Angeles,CA,US,,Denver,CO,,80201,Van,,,,,1037,,,2024-07-14 07:03:00,,,,TX-DAL,,2024-07-23,lane,,1
5307,Atlanta,GA,US,,Charlotte,NC,,,Van,,,,,1815,,,2025-06-01 14:50:00,2025-06-01 18:26:00,190,,,,,lane,,1
5308,Cleveland,OH,,,St. Louis,MO,US,,Van,,,,,1586,,,2025-09-22 17:55:00,,,,,,2025-09-25,lane,,1
5309,Birmingham,AL,,,Detroit,MI,US,,Van,,31991,,,1320,,,2024-04-14 02:22:00,2024-04-14 05:48:00,135,,,,2024-04-28,lane,,1
5310,St. Louis,MO,US,,Denver,CO,,80201,Van,,35071,,,2239,,,2023-06-14 16:58:00,,,,,,2023-06-23,quote,,0
